fuente,id_origen,comprador,objeto,tipo,fecha_publicacion,fecha_apertura,estado,categoria_zona,es_ruido,keywords,url,fragmento,primera_vez_visto,vista_ultima_corrida,ultima_vez_visto
sibom,https://sibom.slyt.gba.gob.ar/bulletins/8603/contents/1881361,Tapalqué,Decreto Nº0337 en el boletín 70º de Tapalqué,,02/06/2023,,,volumen_alto,no,"neumatico,neumaticos,protector de neumaticos",https://sibom.slyt.gba.gob.ar/bulletins/8603/contents/1881361,"VISTO : Que mediante el Decreto Nº 0173/2023 se tramita el llamado a Licitación Privada N° 3 para la adquisición de neumáticos para el corralón municipal, segundo llamado que se tramita mediante expediente N° 4111-027/23 ... […] ARTICULO 1º: Desestímese el llamado a Licitación Privada N° 3 para la adquisición de neumáticos para el corralón municipal, segundo llamado que se tramita mediante expediente N° 4111-027/23.- ARTÍCULO 2º: Cúmplase, comuníquese a quien corresponda, regístrese y archívese.- ... […] Por ello el Intendente Municipal, en uso de sus facultades decreta ...",2023-06-02,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/8746/contents/1883762,General San Martín,Decreto Nº00446/23 en el boletín 1908º de General San Martín,,02/06/2023,,,objetivo,no,"cubierta,cubiertas",https://sibom.slyt.gba.gob.ar/bulletins/8746/contents/1883762,"Aprobando Licitación Privada N° 255/22, ""Programa Mi Club, Nuestro Barrio: Refacción de Piso y Cubierta Soc .Fom.Dep y Cult. Siglo 20"".- ...",2023-06-02,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/8823/contents/1890647,Bahia Blanca,Resolución Nº236 en el boletín 244º de Bahia Blanca,,02/06/2023,,,volumen_alto,no,"llanta,llantas",https://sibom.slyt.gba.gob.ar/bulletins/8823/contents/1890647,"(como se ve en la foto) y desalineado con respecto a la vereda, lo cual hace que impacte con la rueda delantera derecha y paragolpe con uno de los adoquines sobresalidos, dañando así la llanta y paragolpe delantero como se aprecian en las fotos ...",2023-06-02,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/8823/contents/1890741,Bahia Blanca,Resolución Nº307 en el boletín 244º de Bahia Blanca,,02/06/2023,,,volumen_alto,no,"llanta,llantas",https://sibom.slyt.gba.gob.ar/bulletins/8823/contents/1890741,"tapado de agua lo cual me hace volantear hacia la derecha y golpear con el cordón cuneta que está roto y con un saliente, debido a esto rompo la cubierta delantera derecha y la llanta ...”. Que, a foja 22, la División de Inspección ...",2023-06-02,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/8746/contents/1888173,General San Martín,Decreto Nº00509/23 en el boletín 1908º de General San Martín,,02/06/2023,,,objetivo,no,camara de aire,https://sibom.slyt.gba.gob.ar/bulletins/8746/contents/1888173,"Aprobando Licitación Pública N° 09/23, ""Construcción de Sumideros, conductos y camaras de inspección en Zona Este del Partido"".- ...",2023-06-02,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/8687/contents/1885479,La Plata,Decreto Nº1178/23 en el boletín 1233º de La Plata,,02/06/2023,,,objetivo,no,"bateria,baterias",https://sibom.slyt.gba.gob.ar/bulletins/8687/contents/1885479,"Expte. 4061-1217897-23. Aprueba. Adjudica Concurso de Precios Nº 53-23, por la que se solicita la adquisición de baterías para handy y cargadores. ... […] EL INTENDENTE MUNICIPAL DECRETA ...",2023-06-02,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/8655/contents/1875511,Chivilcoy,Decreto Nº421 en el boletín 73º de Chivilcoy,,31/05/2023,,adjudicada,volumen_alto,no,"neumatico,neumaticos,protector de neumaticos",https://sibom.slyt.gba.gob.ar/bulletins/8655/contents/1875511,"el informe de la Secretaria de Seguridad, por el cual comunica que, no se han encontrado objeciones en el proceso del concurso, determinándose conveniente a los intereses de este municipio adjudicar el Concurso de Precios a la firma; TESTA NEUMATICOS S.A Por ello; ... […] , el expediente N° 4031-243516/23 mediante el cual se solicita la adquisición de neumáticos para móviles policiales dependientes de la Secretaria de Seguridad, y ... […] Adjudicación Concurso de Precios N° 12 ...",2023-05-31,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/8745/contents/1889046,Mercedes,Decreto Nº797/2023 en el boletín 65º de Mercedes,,31/05/2023,,,volumen_alto,no,"cubierta,cubiertas",https://sibom.slyt.gba.gob.ar/bulletins/8745/contents/1889046,"Que, a pedido de las autoridades del Consejo Escolar de Mercedes, se inspeccionó el establecimiento de la Escuela Técnica n° 1 a efectos de verificar el estado de la cubierta en el sector del hall de ingreso ... […] . Que se observó el deterioro del cielorraso en la zona de la escuela y desniveles y ondulaciones en la cubierta de tejas, lo cual genera filtraciones. Que, por ello, es necesario llevar ... […] a cabo las obras tendientes a la REFACCIÓN Y REPARACIÓN DE LOS SECTORES DE LA CUBIERTA Y CIELORRASOS DE LA ESCUELA TÉCNICA Nº 1 . Que para su ejecución se cuenta con financiamiento de la Di",2023-05-31,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/8788/contents/1889213,Tandil,Decreto Nº2001/2023 en el boletín 182º de Tandil,,31/05/2023,,,volumen_alto,no,"llanta,llantas",https://sibom.slyt.gba.gob.ar/bulletins/8788/contents/1889213,"Que en virtud de lo acontecido, y la manifiesta predisposición del Municipio de Tandil para colaborar con el propietario y/o responsable del vehículo dañado, se ha firmado un Acuerdo de Pago por la suma de $58.500,00 ... […] El reclamo administrativo presentado por el Sr. Franco Tomás Yini, D.N.I N° 43.867.563, con relación a los daños que sufriera en la rueda trasera ( llanta , cámara y cubierta) del motovehículo de su propiedad marca GILERA, modelo SMASH 2017, dominio A026DLK, y ... […] Artículo 1°: Autorízase a Contaduría General a extender orden de pago a favor del Sr. Franco Tomás Yini, D",2023-05-31,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/8648/contents/1876546,General Villegas,Resolución Nº702/22 en el boletín 138º de General Villegas,,29/05/2023,,,volumen_alto,no,gomeria,https://sibom.slyt.gba.gob.ar/bulletins/8648/contents/1876546,"VISTO: El Expediente Nº 8597/85, correspondiente a la habilitación de un comercio, perteneciente al señor Héctor Domingo Depetris, dedicado a la explotación del rubro “ Gomería y lavadero ... […] , del comercio perteneciente al señor HECTOR DOMINGO DEPETRIS , DNI Nº 8.278.371, Contribuyente Nº 2078, habilitado con el rubro “ GOMERIA Y LAVADERO DE AUTOMOVILES”, denominación comercial “LAS MARIAS”, Codificador de Rentas Nº 71400-09 ...",2023-05-29,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/8764/contents/1885681,Campana,Decreto Nº192/23 en el boletín 303º de Campana,,29/05/2023,,,objetivo,no,"llanta,llantas",https://sibom.slyt.gba.gob.ar/bulletins/8764/contents/1885681,"Que la denominada Secretaría de Espacio Público y Descentralización, promueve el llamado a Licitación Privada para la “Adquisición de un generador 110 KVA” para el desarrollo de las actividades que conforman el Municipio. Que a fs. 2/23 ... […] El Decreto-Ley Nº 6769/58 (Ley Orgánica de las Municipalidades) (t.v.), la Ordenanza Nº 6613 promulgada por el Decreto Nº 537/17, la Resolución Conjunta Nº 008/2018 de la Secretaría Técnica, Administrativa y Legal y la Secretaría de Modernización ... […] Expediente Municipal N° 4016-27411-2022 Licitación Privada Nº 05/2023 “Adquisición de generador 110 ",2023-05-29,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/8701/contents/1878818,Mercedes,Decreto Nº382/2023 en el boletín 64º de Mercedes,,17/05/2023,,adjudicada,volumen_alto,no,"cubierta,cubiertas",https://sibom.slyt.gba.gob.ar/bulletins/8701/contents/1878818,"Que, según la necesidad planteada por la Secretaría de Seguridad a fojas 1-16, se convocó al llamado de Licitación Privada n° 08/2023 con motivo de realizar la convocatoria de oferentes y lograr la compra de cubiertas ... […] Lo actuado en Expediente Administrativo Nº 447/2023, caratulado “Licitación Privada n° 08/2023” s/ la adquisición de cubiertas ; y, ... […] centavos) la compra de las cubiertas contenidas en las Cotizaciones n° 1120-1122-1123, según lo especificado en el pliego de bases y condiciones. ARTICULO 2º) ADJUDICASE ...",2023-05-17,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/8694/contents/1877201,General San Martín,Decreto Nº552/23 en el boletín 1907º de General San Martín,,17/05/2023,,,objetivo,no,"bateria,baterias",https://sibom.slyt.gba.gob.ar/bulletins/8694/contents/1877201,"Otorgando subsidio a favor del Sr. Juan Jose MACEIRO destinado a afrontar los gastos que origine el traslado de los integrantes de la Comparsa al ENCUENTRO INTERNACIONAL DE BATERIAS , BATUCADAS Y PASISTAS GUALEGUAY"". ...",2023-05-17,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/8257/contents/1840183,Chacabuco,Decreto Nº1232/22 en el boletín 71º de Chacabuco,,15/05/2023,,,volumen_alto,no,"neumatico,neumaticos,protector de neumaticos",https://sibom.slyt.gba.gob.ar/bulletins/8257/contents/1840183,Que la presente contratación se encuentra prevista por el artículo 151º de la Ley Orgánica Municipal ... […] Las presentes actuaciones en el Expediente administrativo Nº 4029-3331/22 por las cuáles se llama a concurso de precios para adquisición y colocación de neumáticos para móviles área Policía Comunal. ... […] LLAMANDO A CONCURSO DE PRECIOS PARA LA ADQUISICIÓN Y COLOCACIÓN DE NEUMÁTICOS PARA MÓVILES ÁREA POLICÍA COMUNAL. ...,2023-05-15,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/8257/contents/1840284,Chacabuco,Decreto Nº1333/22 en el boletín 71º de Chacabuco,,15/05/2023,,,volumen_alto,no,"gomeria,neumatico,neumaticos",https://sibom.slyt.gba.gob.ar/bulletins/8257/contents/1840284,"Que se han presentado dos oferentes, todo ello según Acta de fecha 30/08/22, que cumplen con todas las formalidades exigidas en el pliego, que las firmas Gomería Chacabuco S.R.L. y Neumyser, según el detalle por cada ítem la propuesta más ... […] Las constancias del Expte. Nº 4029-3331/22 por el cual se tramita el llamado a concurso de Precios para la adquisición y colocación de neumáticos para móviles área Policía Comunal. ... […] ADJUDICANDO A LAS FIRMAS GOMERÍA CHACABUCO S.R.L. Y NEUMYSER S.A., PARA LA ADQUISICIÓN Y COLOCACIÓN DE NEUMÁTICOS PARA MÓVILES ÁREA POLICÍA COMUNAL. ...",2023-05-15,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/8257/contents/1839212,Chacabuco,Decreto Nº1202/22 en el boletín 71º de Chacabuco,,15/05/2023,,,volumen_alto,no,gomeria,https://sibom.slyt.gba.gob.ar/bulletins/8257/contents/1839212,"Que, se ha presentado un solo oferente, la firma Gomería Chacabuco S.R.L.. Que, el Honorable Concejo Deliberante en Sesión Pública del día 03/08/22, autorizó mediante Ordenanza Nº 9.303/22 a este Departamento Ejecutivo a contratar a la firma Gomería Chacabuco S.R.L. ... […] Las constancias del Expte. Nº 4029-1685/22 por el cual se tramita el llamado a Licitación Privada: “Adquisición de cámaras y cubiertas para equipos de recolección y limpieza del Corralón Municipal ... […] ADJUDICANDO LICITACIÓN PRIVADA: “ADQUISICIÓN DE CÁMARAS Y CUBIERTAS PARA EQUIPOS DE RECOLECCIÓN Y LIMPIEZA DEL CORRALÓN ",2023-05-15,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/8257/contents/1839210,Chacabuco,Decreto Nº1200/22 en el boletín 71º de Chacabuco,,15/05/2023,,,volumen_alto,no,gomeria,https://sibom.slyt.gba.gob.ar/bulletins/8257/contents/1839210,"La sanción de la Ordenanza Nº 9.303/2.022 por parte del Honorable Concejo Deliberante y de conformidad con las facultades conferidas por el artículo 108º inciso 2º de la Ley Orgánica de las Municipalidades ... […] PROMULGANDO UNA ORDENANZA MUNICIPAL ... […] firma "" GOMERÍA CHACABUCO S.R.L."" , C.U.I.T. N° 30-70776446-1 según Expediente Administrativo Municipal N° 4029-1685/22. ARTÍCULO 2º ...",2023-05-15,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/8257/contents/1840216,Chacabuco,Decreto Nº1265/22 en el boletín 71º de Chacabuco,,15/05/2023,,,volumen_alto,no,protector de neumaticos,https://sibom.slyt.gba.gob.ar/bulletins/8257/contents/1840216,OTORGANDO UN SUBSIDIO A LA SOCIEDAD PROTECTORA DE ANCIANOS DESVALIDOS. ...,2023-05-15,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/8712/contents/1880154,General Pueyrredon,Resolución Nº0099/23 en el boletín 419º de General Pueyrredon,,12/05/2023,,,volumen_alto,no,"bateria,baterias",https://sibom.slyt.gba.gob.ar/bulletins/8712/contents/1880154,CORRESPONDE A SECRETARIA DE ECONOMIA Y HACIENDA SE INFORMA QUE EL TEXTO COMPLETO EN PDF SE ENCUENTRA COMO ANEXO DEL PRESENTE Aprueba Concurso de Precios Nº 15/23 Adquisición repuestos automotores ( baterías ) S. Gobierno ...,2023-05-12,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/8500/contents/1870893,La Plata,Decreto Nº1076/23 en el boletín 1232º de La Plata,,05/05/2023,,,objetivo,no,"llanta,llantas",https://sibom.slyt.gba.gob.ar/bulletins/8500/contents/1870893,"en el lugar, es que la Sra. Calderón se decide a continuar la marcha “ a paso de hombre ” con el vehículo, obteniendo como resultado la producción de diversos daños en el mismo (destrucción del neumático y llanta delanteros derechos) a causa ... […] el expediente N° 4061-1205013/2022, a través del cual tramitó el procedimiento mediante el que la Sra. CALDERÓN MARÍA BETINA , DNI: 17.875.793 , solicitó ... […] ARTICULO 1º: No Hacer lugar al reclamo indemnizatorio incoado por la Sra. CALDERÓN MARÍA BETINA, DNI: 17.875.793 , atento la inexistencia de requisitos necesarios para configurar ...",2023-05-05,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/8500/contents/1870779,La Plata,Decreto Nº0419/23 en el boletín 1232º de La Plata,,05/05/2023,,,objetivo,no,"llanta,llantas",https://sibom.slyt.gba.gob.ar/bulletins/8500/contents/1870779,"daños materiales en el lado izquierdo del guardabarros, paragolpes y llanta trasera izquierda del vehículo de su propiedad. Que el mencionado camión no detuvo su marcha, razón por la cual no pudo identificarlo ... […] el expediente N° 4061-1212652/2022, a través del cual tramitó el procedimiento mediante el que la Sra. ARIANA STUER, DNI 34.727.961 , solicitó se la indemnice ... […] ARTICULO 1º: No Hacer lugar al reclamo indemnizatorio incoado por la Sra. RIANA STUER, DNI 34.727.961 , atento la inexistencia de requisitos necesarios para configurar la responsabilidad ...",2023-05-05,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/8500/contents/1872110,La Plata,Decreto Nº0585/23 en el boletín 1232º de La Plata,,05/05/2023,,,objetivo,no,"bateria,baterias",https://sibom.slyt.gba.gob.ar/bulletins/8500/contents/1872110,"Expte. 4061-1215282-22. Aprueba. Adjudica Concurso de Precios Nº 17-23, por la que se solicita la adquisición de baterías . ... […] EL INTENDENTE MUNICIPAL DECRETA ...",2023-05-05,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/8584/contents/1874772,General San Martín,Decreto Nº00425/23 en el boletín 1904º de General San Martín,,04/05/2023,,,objetivo,no,"cubierta,cubiertas",https://sibom.slyt.gba.gob.ar/bulletins/8584/contents/1874772,"Llamando a licitación Pública Nº39/23, "" Cubiertas para canchas deportivas - CEMEF"".- ...",2023-05-04,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/8584/contents/1871570,General San Martín,Decreto Nº00393/23 en el boletín 1904º de General San Martín,,04/05/2023,,,objetivo,no,camara de aire,https://sibom.slyt.gba.gob.ar/bulletins/8584/contents/1871570,"Autorizando librar a favor de la Cámara Económica Sanmartinense subsidio con cargo a rendir, ""Expo San Martín 2023"".- ...",2023-05-04,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/8624/contents/1873530,Tandil,Decreto Nº1565/2023 en el boletín 178º de Tandil,,03/05/2023,,,volumen_alto,no,camara de aire,https://sibom.slyt.gba.gob.ar/bulletins/8624/contents/1873530,"Que se ha realizado el proceso de llamado a concurso para su adquisición, invitando a cotizar a diferentes proveedores. Que como consta en el Acta de Apertura con fecha 20-04-2023 ... […] El expte EX– 2023-78764-MUNITAN-DCS#SEA, donde se tramita el Concurso de Precios 70-03-23 ... […] por el monto de pesos un millón cuatrocientos setenta ($ 1.470.000,00). Artículo 2º: La erogación a producirse será imputada a las partidas 2.4.4.0 “ Cubiertas y cámaras de aire ” por la suma de ($ 1.440.000,00); 2.9.6.0 ...",2023-05-03,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/8641/contents/1873093,Bahia Blanca,Resolución Nº970 en el boletín 229º de Bahia Blanca,,02/05/2023,,,volumen_alto,no,"neumatico,neumaticos",https://sibom.slyt.gba.gob.ar/bulletins/8641/contents/1873093,"DE AMORTIGUADORES - VENTA AL POR MENOR DE NEUMÁTICOS , COLOCACIÓN DE NEUMÁTICOS Y ESTACIONAMIENTO PARA CLIENTES, en calle LAVALLE 275 , de Bahía Blanca; teniendo en cuenta que ha cumplimentado los requisitos exigidos según lo establecido por la Ley ... […] A, para el rubro de TALLER DE ALINEACIÓN Y BALANCEO- REPARACIÓN DE AMORTIGUADORES - VENTA AL POR MENOR DE NEUMÁTICOS , COLOCACIÓN DE NEUMÁTICOS Y ESTACIONAMIENTO PARA CLIENTES , en calle LAVALLE 275 del partido de BAHIA BLANCA ...",2023-05-02,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/8605/contents/1871258,Roque Pérez,Decreto Nº134/2023 en el boletín 75º de Roque Pérez,,28/04/2023,,adjudicada,volumen_alto,no,"neumatico,neumaticos,protector de neumaticos",https://sibom.slyt.gba.gob.ar/bulletins/8605/contents/1871258,Adjudicación Licitación Privada n° 3/23 Adquisición Neumáticos para vehículos y maquinarias municipal. ...,2023-04-28,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/8605/contents/1869684,Roque Pérez,Decreto Nº107/2023 en el boletín 75º de Roque Pérez,,28/04/2023,,,volumen_alto,no,"neumatico,neumaticos,protector de neumaticos",https://sibom.slyt.gba.gob.ar/bulletins/8605/contents/1869684,Llamado a Licitación Privada n° 3/23 Adquisición de neumáticos . ...,2023-04-28,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/7283/contents/1845485,Coronel Rosales,Ordenanza Nº4149 en el boletín 31º de Coronel Rosales,,28/04/2023,,,volumen_alto,no,recapado,https://sibom.slyt.gba.gob.ar/bulletins/7283/contents/1845485,"al antes indicado. No podrán estar equipados con cubiertas reconstruídas o recapadas . f) Encontrarse en perfecto estado mecánico, de acuerdo a lo establecido por el Código de Tránsito vigente ...",2023-04-28,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/7283/contents/1843866,Coronel Rosales,Resolución Nº268/2022 en el boletín 31º de Coronel Rosales,,28/04/2023,,,volumen_alto,no,gomeria,https://sibom.slyt.gba.gob.ar/bulletins/7283/contents/1843866,"y Desarrollo surge que se encuentran cumplidos en debida forma todos los requisitos exigidos para dar curso favorable a la solicitud de habilitación municipal y alta del local ubicado en calle 9 de Julio Nº 675 de la ciudad de Punta Alta para ser destinado al funcionamiento del comercio bajo los rubros: lavadero, gomería , códigos de actividades: 71.400.01 – 71.400.08.- ... […] destinado al funcionamiento del comercio bajo los rubros: lavadero, gomería , códigos de actividades: 71.400.01 – 71.400.08, lo previsto por las Ordenanzas Municipales Nro. 2660 y 3970, el Decreto Municipal Nº 110/21, Y",2023-04-28,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/7283/contents/1844347,Coronel Rosales,Resolución Nº315/2022 en el boletín 31º de Coronel Rosales,,28/04/2023,,,volumen_alto,no,gomeria,https://sibom.slyt.gba.gob.ar/bulletins/7283/contents/1844347,"y respecto del local ubicado en calle Colón Nº 75 de la ciudad de Punta Alta para ser destinado al funcionamiento del comercio bajo los rubros: lavadero, gomería , códigos de actividades: 71.400.01 – 71.400.08.- ... […] al funcionamiento del comercio bajo los rubros: lavadero, gomería , códigos de actividades: 71.400.01 – 71.400.08, lo previsto por las Ordenanzas Municipales Nro. 2660, 3970, 3766 y 4059, el Decreto Municipal Nº 110/21, Y ... […] de septiembre de 2022 el local ubicado en calle Colón Nº 75 de la ciudad de Punta Alta, identificado con la partida 4239 para el funcionamiento del co",2023-04-28,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/8604/contents/1869585,Bahia Blanca,Resolución Nº129 en el boletín 226º de Bahia Blanca,,25/04/2023,,,volumen_alto,no,"llanta,llantas",https://sibom.slyt.gba.gob.ar/bulletins/8604/contents/1869585,"que automáticamente corta la cubierta y hace que la rueda quede en llanta . No escapa a v/ conocimiento que la conservación, limpieza y condición de la vía pública, es absoluta responsabilidad ...",2023-04-25,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/8447/contents/1858595,Tapalqué,Decreto Nº0173 en el boletín 69º de Tapalqué,,20/04/2023,,,volumen_alto,no,"neumatico,neumaticos,protector de neumaticos",https://sibom.slyt.gba.gob.ar/bulletins/8447/contents/1858595,"VISTO: La necesidad por parte de esta Municipalidad de proceder al llamado a Licitación Privada N° 3 para la adquisición de neumáticos para el corralón municipal, segundo llamado que se tramita mediante expediente N° 4111 ... […] N° 3 para la adquisición de neumáticos para el corralón municipal, segundo llamado, que se tramita mediante expediente N° 4111-027/23, según la siguiente categoría programática: Jurisdicción ... […] Por ello el Intendente Municipal, en uso de sus facultades decreta ...",2023-04-20,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/8447/contents/1858286,Tapalqué,Decreto Nº0158 en el boletín 69º de Tapalqué,,20/04/2023,,,volumen_alto,no,"neumatico,neumaticos",https://sibom.slyt.gba.gob.ar/bulletins/8447/contents/1858286,"VISTO : Que mediante el Decreto Nº 0093/2023 se tramita el llamado a Licitación Privada N° 3 para la adquisición de neumáticos para el corralón municipal, que se tramita mediante expediente N° 4111-027/23 ... […] ARTICULO 1º: Desestímese el llamado a Licitación Privada N° 3 para la adquisición de neumáticos para el corralón municipal que se tramita mediante expediente N° 4111-027/23 ... […] Por ello el Intendente Municipal, en uso de sus facultades decreta ...",2023-04-20,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/8542/contents/1865252,Tandil,Decreto Nº1314/2023 en el boletín 176º de Tandil,,19/04/2023,,adjudicada,volumen_alto,no,"neumatico,neumaticos,protector de neumaticos",https://sibom.slyt.gba.gob.ar/bulletins/8542/contents/1865252,"a Orden 14, cotizando cuatro (4) de los proveedores invitados, Jelpamar S.A.; Larocca Neumáticos S.A.; Trackmar S.A.C.I. y Eligom S.A.. Que la Dirección de Compras y Suministros en Orden 36, sugiere la adjudicación ... […] a la firma LAROCCA NEUMÁTICOS S.A. por el monto de $13.620.608,00, con excepción de los ítems 3 y 5 debido a que los mismos no se ajustan a las características solicitadas, iniciándose una nueva contratación para los ítems 3 y 5 ... […] La Licitación Públicas Nº 04-01-23 “Adquisición de neumáticos para vehículos Dirección de Vialidad"", y ...",2023-04-19,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/8510/contents/1863265,Chivilcoy,Decreto Nº281 en el boletín 71º de Chivilcoy,,13/04/2023,,,volumen_alto,no,camara de aire,https://sibom.slyt.gba.gob.ar/bulletins/8510/contents/1863265,"la nota presentada por el Secretario de Seguridad de la Municipalidad de Chivilcoy, por la cual solicita dar de baja los equipos de aire acondicionado, ya que han dejado de funcionar y se encuentran en desuso ... […] Baja Aire acondicionado ... […] Artículo 1º: Efectúese la baja del patrimonio municipal de equipos de aire acondicionado, que han dejado de funcionar y se encuentran en desuso, cuyos códigos identificatorios son: 17025 y 17027.- Artículo 2º: Comuníquese, publíquese, tome nota quien corresponda, dése al R.O., archívese. - ...",2023-04-13,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/8510/contents/1861927,Chivilcoy,Decreto Nº221 en el boletín 71º de Chivilcoy,,13/04/2023,,,volumen_alto,no,camara de aire,https://sibom.slyt.gba.gob.ar/bulletins/8510/contents/1861927,", la nota presentada por la Coordinadora de Desarrollo Social de la Municipalidad de Chivilcoy, por la cual solicita dar de baja un (1) aire acondicionado marca ALASKA, perteneciente a la Oficina de Desarrollo Social, el cual dejo de funcionar y no tiene arreglo. ... […] Baja patrimonial ... […] Artículo 1º: Efectúese la baja del patrimonio municipal de un (1) aire acondicionado marca ALASKA, perteneciente a la Oficina de Desarrollo Social, el cual dejo de funcionar y no tiene arreglo. Artículo 2º: Comuníquese, publíquese, tome nota quien corresponda, dése al R.O., archívese. - ...",2023-04-13,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/8486/contents/1859436,General Viamonte,Decreto Nº118 en el boletín 185º de General Viamonte,,03/04/2023,,,volumen_alto,no,"cubierta,cubiertas",https://sibom.slyt.gba.gob.ar/bulletins/8486/contents/1859436,"Que en consecuencia es procedente efectuar el mismo en los términos que establece la Ley Orgánica de las Municipalidades ... […] La necesidad de proceder al LLAMADO a LICITACIÓN PRIVADA N° 02/2023, para “ADQUISICIÓN DE NEUMATICOS NUEVOS ... […] ”, ascendiendo el Presupuesto Oficial a la suma de Pesos Seis Millones Quinientos Sesenta Mil ($6.560.000), dividido en los siguientes objetos: OBJETO 1: 4 Cubiertas Lisas 1000 x 20 ...",2023-04-03,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/8332/contents/1849338,La Plata,Decreto Nº4271/22 en el boletín 1231º de La Plata,,03/04/2023,,,objetivo,no,"bateria,baterias",https://sibom.slyt.gba.gob.ar/bulletins/8332/contents/1849338,"Expte. 4061-1211448-22. Aprueba. Adjudica Concurso de Precios Nº 195-22, por la que se solicita la adquisición de baterías . ... […] EL INTENDENTE MUNICIPAL DECRETA ...",2023-04-03,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/8483/contents/1858880,Roque Pérez,Decreto Nº67/2023 en el boletín 74º de Roque Pérez,,31/03/2023,,adjudicada,volumen_alto,no,camara de aire,https://sibom.slyt.gba.gob.ar/bulletins/8483/contents/1858880,Adjudicación Concurso de Precios n° 3/23 Adquisición Aire acondicionado. ...,2023-03-31,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/8453/contents/1858211,Bahia Blanca,Decreto Nº721 en el boletín 219º de Bahia Blanca,,30/03/2023,,,volumen_alto,no,"neumatico,neumaticos,protector de neumaticos",https://sibom.slyt.gba.gob.ar/bulletins/8453/contents/1858211,"Visto las presentes actuaciones, originadas por el Departamento Talleres y Maestranza, dependiente de la Secretaría de Gestión Urbana, referidas a la adquisición de doce (12) neumáticos X412 para cubrir la demanda ... […] 1º )- Adjudicar a ALVAREZ NEUMÁTICOS S.A (Proveedor Nº 5649), la provisión de doce (12) neumáticos X412 para cubrir la demanda de distintas reparticiones municipales, por mejor ...",2023-03-30,2026-09-01,2026-09-01
